Item	Page_Lines	Para	Text	Keywords
527	96.6 - 96.15	SEC. 11001.(b)(1)(G)(ii)	MEDICAID AND MEDICARE PART B. Section 1927(a)(3) of the Social Security Act (42 U.S.C. 1396r–8(a)(3)) is amended by adding at the end the following new sentence: ‘‘The preceding sentence shall not apply to a single source drug or innovator multiple source drug of a manufacturer for any period described in section 5000D(c)(1) of the Internal Revenue Code of 1986 with respect to the manufacturer.’’.	medicaid, medicare, social, security, act, u.s.c, 1396r, amended, adding, new, sentence, preceding, apply, source, drug, innovator, multiple, manufacturer, period, described, 5000d, internal, revenue, code, respect
528	96.16 - 96.17	SEC. 11001.(b)(1)(H)	DISCLOSURE OF INFORMATION UNDER MEDICARE PART D.	disclosure, information, medicare
529	96.18 - 96.23	SEC. 11001.(b)(1)(H)(i)	CONTRACT REQUIREMENTS. Section 1860D–12(b)(3)(D)(i) of the Social Security Act (42 U.S.C. 1395w– 112(b)(3)(D)(i)) is amended by inserting ‘‘, or carrying out part E of title XI’’ after ‘‘appropriate)’’.	contract, requirements, 1860d, social, security, act, u.s.c, 1395w, amended, inserting, carrying, xi, appropriate
530	96.24 - 97.3	SEC. 11001.(b)(1)(H)(ii)	SUBSIDIES. Section 1860D– 15(f)(2)(A)(i) of the Social Security Act (42 U.S.C. 1395w–115(f)(2)(A)(i)) is amended by inserting ‘‘or part E of title XI’’ after ‘‘this section’’.	subsidies, 1860d, social, security, act, u.s.c, 1395w, amended, inserting, xi
531	97.4 - 97.7	SEC. 11001.(b)(2)	DRUG PRICE NEGOTIATION PROGRAM PRICES INCLUDED IN BEST PRICE. Section 1927(c)(1)(C) of the Social Security Act (42 U.S.C. 1396r–8(c)(1)(C)) is amended	drug, price, negotiation, program, prices, included, social, security, act, u.s.c, 1396r, amended
532	97.8 - 97.10	SEC. 11001.(b)(2)(A)	in clause (i)(VI), by striking ‘‘any prices charged’’ and inserting ‘‘subject to clause (ii)(V), any prices charged’’; and	clause, vi, striking, prices, charged, inserting, subject
534	97.11 - 97.11	SEC. 11001.(b)(2)(B)	in clause (ii)	clause
535	97.12 - 97.13	SEC. 11001.(b)(2)(B)(i)	in subclause (III), by striking ‘‘; and’’ at the end;	subclause, iii, striking
536	97.14 - 97.16	SEC. 11001.(b)(2)(B)(ii)	in subclause (IV), by striking the period at the end and inserting ‘‘; and’’; and	subclause, iv, striking, period, inserting
537	97.17 - 97.18	SEC. 11001.(b)(2)(B)(iii)	by adding at the end the following new subclause:	adding, new, subclause
538	97.19 - 98.2	[SEC. 11001.(b)(2)(B)(iii)] (V)	in the case of a rebate period and a covered outpatient drug that is a selected drug (as referred to in section 1192(c)) during such rebate period, shall be inclusive of the maximum fair price (as defined in section 1191(c)(3)) for such drug with respect to such period.’’.	case, rebate, period, covered, outpatient, drug, selected, referred, inclusive, maximum, fair, price, defined, respect
539	98.3 - 98.6	SEC. 11001.(b)(3)	MAXIMUM FAIR PRICES EXCLUDED FROM AVERAGE MANUFACTURER PRICE. Section 1927(k)(1)(B)(i) of the Social Security Act (42 U.S.C. 1396r–8(k)(1)(B)(i)) is amended	maximum, fair, prices, excluded, average, manufacturer, price, social, security, act, u.s.c, 1396r, amended
540	98.7 - 98.8	SEC. 11001.(b)(3)(A)	in subclause (IV) by striking ‘‘; and’’ at the end;	subclause, iv, striking
541	98.9 - 98.10	SEC. 11001.(b)(3)(B)	in subclause (V) by striking the period at the end and inserting ‘‘; and’’; and	subclause, striking, period, inserting
542	98.11 - 98.12	SEC. 11001.(b)(3)(C)	by adding at the end the following new subclause:	adding, new, subclause
543	98.13 - 98.16	[SEC. 11001.(b)(3)(C)] (VI)	any reduction in price paid during the rebate period to the manufacturer for a drug by reason of application of part E of title XI.’’.	reduction, price, paid, rebate, period, manufacturer, drug, reason, application, xi
544	98.17 - 98.21	SEC. 11001.(c)	IMPLEMENTATION FOR 2026 THROUGH 2028. The Secretary of Health and Human Services shall implement this section, including the amendments made by this section, for 2026, 2027, and 2028 by program instruction or other forms of program guidance.	implementation, secretary, health, human, services, implement, amendments, program, instruction, forms, guidance
545	99.1 - 99.3	TITLE I Subtitle B PART 1 SEC. 11002.	SPECIAL RULE TO DELAY SELECTION AND NEGOTIATION OF BIOLOGICS FOR BIOSIMILAR MARKET ENTRY.	special, rule, delay, selection, negotiation, biologics, biosimilar, market
546	99.4 - 99.5	SEC. 11002.(a)	IN GENERAL. Part E of title XI of the Social Security Act, as added by section 11001, is amended	xi, social, security, act, amended
547	99.6 - 99.6	SEC. 11002.(a)(1)	in section 1192	
548	99.7 - 99.9	SEC. 11002.(a)(1)(A)	in subsection (a), in the flush matter following paragraph (4), by inserting ‘‘and subsection (b)(3)’’ after ‘‘the previous sentence’’;	subsection, flush, matter, inserting, sentence
549	99.10 - 99.10	SEC. 11002.(a)(1)(B)	in subsection (b)	subsection
550	99.11 - 99.12	SEC. 11002.(a)(1)(B)(i)	in paragraph (1), by adding at the end the following new subparagraph:	adding, new, subparagraph
551	99.13 - 99.19	[SEC. 11002.(a)(1)(B)(i)] (C)	In the case of a biological product for which the inclusion of the biological product as a selected drug on a list published under subsection (a) has been delayed under subsection (f)(2), remove such biological product from the rankings under subparagraph (A) before making the selections under subparagraph (B).’’; and	case, biological, product, inclusion, selected, drug, published, subsection, delayed
553	99.20 - 99.21	SEC. 11002.(a)(1)(B)(ii)	by adding at the end the following new paragraph:	adding, new
554	99.22 - 100.3	[SEC. 11002.(a)(1)(B)(ii)] (3)	INCLUSION OF DELAYED BIOLOGICAL PRODUCTS. Pursuant to subparagraphs (B)(ii)(I) and (C)(i) of subsection (f)(2), the Secretary shall select and include on the list published under subsection (a) the biological products described in such subparagraphs. Such biological products shall count towards the required number of drugs to be selected under subsection (a)(1).’’; and	inclusion, delayed, biological, products, pursuant, subparagraphs
556	100.4 - 100.5	SEC. 11002.(a)(1)(C)	by adding at the end the following new subsection:	adding, new, subsection
557	100.6 - 100.8	[SEC. 11002.(a)(1)(C)] (f)	SPECIAL RULE TO DELAY SELECTION AND NEGOTIATION OF BIOLOGICS FOR BIOSIMILAR MARKET ENTRY.	special, rule, delay, selection, negotiation, biologics, biosimilar, market
558	100.9 - 100.9	[SEC. 11002.(a)(1)(C)] (f)(1)	APPLICATION.	application
559	100.10 - 101.2	[SEC. 11002.(a)(1)(C)] (f)(1)(A)	IN GENERAL. Subject to subparagraph (B), in the case of a biological product that would (but for this subsection) be an extended-monopoly drug (as defined in section 1194(c)(4)) included as a selected drug on the list published under subsection (a) with respect to an initial price applicability year, the rules described in paragraph (2) shall apply if the Secretary determines that there is a high likelihood (as described in paragraph (3)) that a biosimilar biological product (for which such biological product will be the reference product) will be licensed and marketed under section 351(k) of the Public Health Service Act before the date that is 2 years after the selected drug publication date with respect to such initial price applicability year.	subject, subparagraph, case, biological, product, subsection, extended, monopoly, drug, defined, included, selected, published, respect, initial, price, applicability, rules, described, apply, secretary, determines, likelihood, biosimilar, reference, licensed, marketed, public, health, service, act, years, publication
560	101.3 - 101.3	[SEC. 11002.(a)(1)(C)] (f)(1)(B)	REQUEST REQUIRED.	request, required
561	101.4 - 101.5	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(i)	IN GENERAL. The Secretary shall not provide for a delay under	secretary, delay
562	101.6 - 101.16	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(i)(I)	paragraph (2)(A) unless a request is made for such a delay by a manufacturer of a biosimilar biological product prior to the selected drug publication date for the list published under subsection (a) with respect to the initial price applicability year for which the biological product may have been included as a selected drug on such list but for subparagraph (2)(A); or	unless, request, delay, manufacturer, biosimilar, biological, product, prior, selected, drug, publication, published, subsection, respect, initial, price, applicability, included, subparagraph
563	101.17 - 102.3	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(i)(II)	paragraph (2)(B)(iii) unless a request is made for such a delay by such a manufacturer prior to the selected drug publication date for the list published under subsection (a) with respect to the initial price applicability year that is 1 year after the initial price applicability year for which the biological product described in subsection (a) would have been included as a selected drug on such list but for paragraph (2)(A).	iii, unless, request, delay, manufacturer, prior, selected, drug, publication, published, subsection, respect, initial, price, applicability, biological, product, described, included
564	102.4 - 102.5	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)	INFORMATION AND DOCUMENTS.	information, documents
565	102.6 - 102.11	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(I)	IN GENERAL. A request made under clause (i) shall be submitted to the Secretary by such manufacturer at a time and in a form and manner specified by the Secretary, and contain	request, clause, submitted, secretary, manufacturer, form, manner, specified, contain
566	102.12 - 102.18	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(I)(aa)	information and documents necessary for the Secretary to make determinations under this subsection, as specified by the Secretary and including, to the extent available, items described in subclause (III); and	information, documents, necessary, secretary, determinations, subsection, specified, extent, available, described, subclause, iii
567	102.19 - 103.2	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(I)(bb)	all agreements related to the biosimilar biological product filed with the Federal Trade Commission or the Assistant Attorney General pursuant to subsections (a) and (c) of section 1112 of the Medicare Prescription Drug, Improvement, and Modernization Act of 2003.	agreements, related, biosimilar, biological, product, filed, federal, trade, commission, assistant, attorney, pursuant, subsections, medicare, prescription, drug, improvement, modernization, act
568	103.3 - 103.11	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(II)	ADDITIONAL INFORMATION AND DOCUMENTS. After the Secretary has reviewed the request and materials submitted under subclause (I), the manufacturer shall submit any additional information and documents requested by the Secretary necessary to make determinations under this subsection.	information, documents, secretary, reviewed, request, materials, submitted, subclause, manufacturer, submit, requested, necessary, determinations, subsection
569	103.12 - 103.14	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(III)	ITEMS DESCRIBED. The items described in this clause are the following:	described, clause
570	103.15 - 103.20	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(III)(aa)	The manufacturing schedule for such biosimilar biological product submitted to the Food and Drug Administration during its review of the application under such section 351(k).	manufacturing, schedule, biosimilar, biological, product, submitted, food, drug, administration, review, application
571	103.21 - 104.14	[SEC. 11002.(a)(1)(C)] (f)(1)(B)(ii)(III)(bb)	Disclosures (in filings by the manufacturer of such biosimilar biological product with the Securities and Exchange Commission required under section 12(b), 12(g), 13(a), or 15(d) of the Securities Exchange Act of 1934 about capital investment, revenue expectations, and actions taken by the manufacturer that are typical of the normal course of business in the year (or the 2 years, as applicable) before marketing of a biosimilar biological product) that pertain to the marketing of such biosimilar biological product, or comparable documentation that is distributed to the shareholders of privately held companies.	disclosures, filings, manufacturer, biosimilar, biological, product, securities, exchange, commission, required, act, capital, investment, revenue, expectations, actions, typical, normal, course, business, years, applicable, marketing, pertain, comparable, documentation, distributed, shareholders, privately, held, companies
