Item	Page_Lines	Para	Text	Keywords
277	45.15 - 45.18	TITLE I SEC. 102.(d)(3)	INFLATION ADJUSTMENT.—Beginning in calendar year 2025 and for each calendar year thereafter, the Secretary shall adjust the amounts described in subparagraphs (A)(ii), (B)(ii), and (C)(ii) of paragraph (2) to reflect changes for the 12-month period ending the preceding November 30 in the Consumer Price Index for All Urban Consumers published by the Bureau of Labor Statistics of the Department of Labor.	inflation, adjustment, beginning, calendar, thereafter, secretary, adjust, amounts, described, subparagraphs
279	45.24 - 46.3	TITLE I SEC. 102.(e)	REPORT.—Not later than January 1, 2028, the Secretary, in conjunction with the Administrator, shall submit to Congress and make public a report that assesses the effect of this Act, and the amendments made by this Act, on—	report, january, secretary, conjunction, administrator, submit, congress, public, assesses, effect, act, amendments
280	46.4 - 46.4	TITLE I SEC. 102.(e)(1)	greenhouse gas emissions;	greenhouse, gas, emissions
281	46.5 - 46.5	TITLE I SEC. 102.(e)(2)	emissions of criteria air pollutants; and	emissions, criteria, air, pollutants
282	46.6 - 46.8	TITLE I SEC. 102.(e)(3)	public health, with a particular emphasis on evaluating the effects on air quality in environmental justice communities.	public, health, particular, emphasis, evaluating, effects, air, quality, environmental, justice, communities
283	46.9 - 46.11	TITLE II	—RETURNING FEE REVENUE TO THE AMERICAN PEOPLE	returning, fee, revenue, american
284	46.12 - 46.12	TITLE II SEC. 201.	FEE REVENUE REBATES TO INDIVIDUALS.	fee, revenue, rebates, individuals
285	46.13 - 46.15	TITLE II SEC. 201.(a)	IN GENERAL.—Subchapter B of chapter 65 of the Internal Revenue Code of 1986 is amended by inserting after section 6428B the following new section:	general, subchapter, chapter, internal, revenue, code, amended, inserting, 6428b, new
286	46.16 - 46.16	[TITLE II SEC. 201.(a)] SEC. 6428	C. FEE REVENUE REBATES TO INDIVIDUALS.	fee, revenue, rebates, individuals
287	46.17 - 46.21	[TITLE II SEC. 201.(a)] SEC. 6428(a)	IN GENERAL.—In the case of an eligible individual, there shall be allowed as a credit against the tax imposed by subtitle A for the taxable year an amount equal to the rebate amount determined for such taxable year.	general, case, eligible, individual, allowed, credit, tax, imposed, subtitle, taxable, amount, equal, rebate, determined
288	46.22 - 46.24	[TITLE II SEC. 201.(a)] SEC. 6428(b)	REBATE AMOUNT.—For purposes of this section, the term ‘rebate amount’ means, with respect to any taxpayer for any taxable year, the sum of—	rebate, amount, purposes, term, respect, taxpayer, taxable, sum
289	47.1 - 47.2	[TITLE II SEC. 201.(a)] SEC. 6428(b)(1)	$800 ($1,600 in the case of a joint return), plus	1,600, case, joint, return
290	47.3 - 47.4	[TITLE II SEC. 201.(a)] SEC. 6428(b)(2)	$300 multiplied by the number of dependents of the taxpayer for such taxable year.	multiplied, number, dependents, taxpayer, taxable
291	47.5 - 47.7	[TITLE II SEC. 201.(a)] SEC. 6428(c)	ELIGIBLE INDIVIDUAL.—For purposes of this section, the term ‘eligible individual’ means any individual other than—	eligible, individual, purposes, term
292	47.8 - 47.8	[TITLE II SEC. 201.(a)] SEC. 6428(c)(1)	any nonresident alien individual,	nonresident, alien, individual
293	47.9 - 47.12	[TITLE II SEC. 201.(a)] SEC. 6428(c)(2)	any individual who is a dependent of another taxpayer for a taxable year beginning in the calendar year in which the individual’s taxable year begins, and	individual, dependent, taxpayer, taxable, beginning, calendar, individual’s, begins
294	47.13 - 47.13	[TITLE II SEC. 201.(a)] SEC. 6428(c)(3)	an estate or trust.	estate, trust
295	47.14 - 47.15	[TITLE II SEC. 201.(a)] SEC. 6428(d)	LIMITATION BASED ON ADJUSTED GROSS INCOME.—	limitation, adjusted, gross, income
296	47.16 - 47.21	[TITLE II SEC. 201.(a)] SEC. 6428(d)(1)	IN GENERAL.—The amount of the credit allowed by subsection (a) (determined without regard to this subsection and subsection (f)) shall be reduced (but not below zero) by the amount which bears the same ratio to such credit (as so determined) as—	general, amount, credit, allowed, subsection, determined, regard, reduced, zero, bears, ratio
297	47.22 - 47.22	[TITLE II SEC. 201.(a)] SEC. 6428(d)(1)(A)	the excess of—	excess
298	47.23 - 47.24	[TITLE II SEC. 201.(a)] SEC. 6428(d)(1)(A)(i)	the taxpayer’s adjusted gross income for such taxable year, over	taxpayer’s, adjusted, gross, income, taxable
299	47.25 - 47.25	[TITLE II SEC. 201.(a)] SEC. 6428(d)(1)(A)(ii)	$75,000, bears to	75,000, bears
300	48.1 - 48.1	[TITLE II SEC. 201.(a)] SEC. 6428(d)(1)(B)	$5,000.	5,000
301	48.2 - 48.2	[TITLE II SEC. 201.(a)] SEC. 6428(d)(2)	SPECIAL RULES.—	special, rules
302	48.3 - 48.8	[TITLE II SEC. 201.(a)] SEC. 6428(d)(2)(A)	JOINT RETURN OR SURVIVING SPOUSE.—In the case of a joint return or a surviving spouse (as defined in section 2(a)), paragraph (1) shall be applied by substituting ‘$150,000’ for ‘$75,000’ and ‘$10,000’ for ‘$5,000’.	joint, return, surviving, spouse, case, defined, paragraph, applied, substituting, 150,000, 75,000, 10,000, 5,000
303	48.9 - 48.13	[TITLE II SEC. 201.(a)] SEC. 6428(d)(2)(B)	HEAD OF HOUSEHOLD.—In the case of a head of household (as defined in section 2(b)), paragraph (1) shall be applied by substituting ‘$112,500’ for ‘$75,000’ and ‘$7,500’ for ‘$5,000’.	household, case, defined, paragraph, applied, substituting, 112,500, 75,000, 7,500, 5,000
304	48.14 - 48.14	[TITLE II SEC. 201.(a)] SEC. 6428(e)	DEFINITIONS AND SPECIAL RULES.—	definitions, special, rules
305	48.15 - 48.17	[TITLE II SEC. 201.(a)] SEC. 6428(e)(1)	DEPENDENT DEFINED.—For purposes of this section, the term ‘dependent’ has the meaning given such term by section 152.	dependent, defined, purposes, term, meaning
306	48.18 - 48.19	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)	IDENTIFICATION NUMBER REQUIREMENT.—	identification, number, requirement
307	48.20 - 48.25	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(A)	IN GENERAL.—In the case of a return other than a joint return, the $800 amount in subsection (b)(1) shall be treated as being zero unless the taxpayer includes the valid identification number of the taxpayer on the return of tax for the taxable year.	general, case, return, joint, amount, subsection, treated, zero, unless, taxpayer, valid, identification, number, tax, taxable
308	49.1 - 49.2	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(B)	JOINT RETURNS.—In the case of a joint return, the $1,600 amount in subsection (b)(1) shall be treated as being—	joint, returns, case, return, 1,600, amount, subsection
310	49.4 - 49.6	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(B)(i)	$800 if the valid identification number of only 1 spouse is included on the return of tax for the taxable year, and	valid, identification, number, spouse, included, return, tax, taxable
311	49.7 - 49.8	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(B)(ii)	zero if the valid identification number of neither spouse is so included.	zero, valid, identification, number, neither, spouse, included
312	49.9 - 49.10	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(C)	DEPENDENTS.—A dependent shall not be taken into account under subsection (b)(2) unless the valid identification number of such dependent is included on the return of tax for the taxable year.	dependents, dependent, account, subsection
314	49.14 - 49.14	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(D)	VALID IDENTIFICATION NUMBER.—	valid, identification, number
315	49.15 - 49.21	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(D)(i)	IN GENERAL.—For purposes of this paragraph, the term ‘valid identification number’ means a social security number issued to an individual by the Social Security Administration on or before the due date for filing the return for the taxable year.	general, purposes, paragraph, term, valid, identification, number, social, security, issued, individual, administration, filing, return, taxable
316	49.22 - 50.3	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(D)(ii)	ADOPTION TAXPAYER IDENTIFICATION NUMBER.—For purposes of subparagraph (C), in the case of a dependent who is adopted or placed for adoption, the term ‘valid identification number’ shall include the adoption taxpayer identification number of such dependent.	adoption, taxpayer, identification, number, purposes, subparagraph, case, dependent, adopted, placed, term, valid
317	50.4 - 50.11	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(E)	SPECIAL RULE FOR MEMBERS OF THE ARMED FORCES.—Subparagraph (B) shall not apply in the case where at least 1 spouse was a member of the Armed Forces of the United States at any time during the taxable year and the valid identification number of at least 1 spouse is included on the return of tax for the taxable year.	special, rule, members, armed, forces, subparagraph, apply, case, spouse, member, united, states, taxable, valid, identification, number, included, return, tax
318	50.12 - 50.19	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(F)	COORDINATION WITH CERTAIN ADVANCE PAYMENTS.—In the case of any payment determined pursuant to subsection (g)(6), a valid identification number shall be treated for purposes of this paragraph as included on the taxpayer’s return of tax if such valid identification number is available to the Secretary as described in such subsection.	coordination, certain, advance, payments, case, payment, determined, pursuant, subsection, valid, identification, number, treated, purposes, paragraph, included, taxpayer’s, return, tax, available, secretary, described
319	50.20 - 50.25	[TITLE II SEC. 201.(a)] SEC. 6428(e)(2)(G)	MATHEMATICAL OR CLERICAL ERROR AUTHORITY.—Any omission of a correct valid identification number required under this paragraph shall be treated as a mathematical or clerical error for purposes of applying section 6213(g)(2) to such omission.	mathematical, clerical, error, authority, omission, correct, valid, identification, number, required, paragraph, treated, purposes, applying
320	51.1 - 51.4	[TITLE II SEC. 201.(a)] SEC. 6428(e)(3)	CREDIT TREATED AS REFUNDABLE.—The credit allowed by subsection (a) shall be treated as allowed by subpart C of part IV of subchapter A of chapter 1.	credit, treated, refundable, allowed, subsection, subpart, iv, subchapter, chapter
321	51.5 - 51.5	[TITLE II SEC. 201.(a)] SEC. 6428(e)(4)	INFLATION ADJUSTMENT.—	inflation, adjustment
322	51.6 - 51.9	[TITLE II SEC. 201.(a)] SEC. 6428(e)(4)(A)	IN GENERAL.—In the case of a taxable year beginning after 2023, the dollar amounts in subsection (b) and (d) shall each be increased by an amount equal to—	general, case, taxable, beginning, dollar, amounts, subsection, increased, amount, equal
323	51.10 - 51.10	[TITLE II SEC. 201.(a)] SEC. 6428(e)(4)(A)(i)	such dollar amount, multiplied by	dollar, amount, multiplied
324	51.11 - 51.15	[TITLE II SEC. 201.(a)] SEC. 6428(e)(4)(A)(ii)	the cost-of-living adjustment determined under section 1(f)(3) for the calendar year, determined by substituting ‘calendar year 2022’ for ‘calendar year 2016’ in subparagraph (A)(ii) thereof.	cost, adjustment, determined, calendar, substituting, subparagraph, thereof
325	51.16 - 51.19	[TITLE II SEC. 201.(a)] SEC. 6428(e)(4)(B)	ROUNDING.—If any amount as increased under subparagraph (A) is not a multiple of $1, such amount shall be rounded to the nearest whole dollar amount.	rounding, amount, increased, subparagraph, multiple, rounded, nearest, dollar
326	51.20 - 51.21	[TITLE II SEC. 201.(a)] SEC. 6428(f)	COORDINATION WITH ADVANCE REFUNDS OF CREDIT.—	coordination, advance, refunds, credit
327	51.22 - 52.6	[TITLE II SEC. 201.(a)] SEC. 6428(f)(1)	REDUCTION OF REFUNDABLE CREDIT.— The amount of the credit which would (but for this paragraph) be allowable under subsection (a) shall be reduced (but not below zero) by the aggregate refunds and credits made or allowed to the taxpayer (or, except as otherwise provided by the Secretary, any dependent of the taxpayer) under subsection (g). Any failure to so reduce the credit shall be treated as arising out of a mathematical or clerical error and assessed according to section 6213(b)(1).	reduction, refundable, credit, amount, paragraph, allowable, subsection, reduced, zero, aggregate, refunds, credits, allowed, taxpayer, except, otherwise, secretary, dependent, failure, reduce, treated, arising, mathematical, clerical, error, assessed, according
328	52.7 - 52.12	[TITLE II SEC. 201.(a)] SEC. 6428(f)(2)	JOINT RETURNS.—Except as otherwise provided by the Secretary, in the case of a refund or credit made or allowed under subsection (g) with respect to a joint return, half of such refund or credit shall be treated as having been made or allowed to each individual filing such return.	joint, returns, except, otherwise, secretary, case, refund, credit, allowed, subsection, respect, return, treated, individual, filing
