Item	Page_Lines	Para	Text
982	175.23 - 175.23	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(d)	ADMINISTRATION.
983	175.24 - 176.2	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(d)(1)	IN GENERAL. Subject to paragraph (2), the Secretary shall provide for the implementation of this section, including the performance of the duties described in subsection (c).
984	176.3 - 176.6	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(d)(2)	LIMITATION. In providing for the implementation of this section, the Secretary shall not receive or distribute any funds of a manufacturer under the program.
985	176.7 - 176.7	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(e)	CIVIL MONEY PENALTY.
986	176.8 - 176.14	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(e)(1)	IN GENERAL. A manufacturer that fails to provide discounted prices for applicable drugs of the manufacturer dispensed to applicable beneficiaries in accordance with an agreement in effect under this section shall be subject to a civil money penalty for each such failure in an amount the Secretary determines is equal to the sum of
987	176.15 - 176.19	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(e)(1)(A)	the amount that the manufacturer would have paid with respect to such discounts under the agreement, which will then be used to pay the discounts which the manufacturer had failed to provide; and
988	176.20 - 176.20	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(e)(1)(B)	25 percent of such amount.
989	176.21 - 176.25	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(e)(2)	APPLICATION. The provisions of section 1128A (other than subsections (a) and (b)) shall apply to a civil money penalty under this subsection in the same manner as such provisions apply to a penalty or proceeding under section 1128A(a).
990	177.1 - 177.7	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(f)	CLARIFICATION REGARDING AVAILABILITY OF OTHER COVERED PART D DRUGS. Nothing in this section shall prevent an applicable beneficiary from purchasing a covered part D drug that is not an applicable drug (including a generic drug or a drug that is not on the formulary of the prescription drug plan or MA–PD plan that the applicable beneficiary is enrolled in).
991	177.8 - 177.8	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)	DEFINITIONS. In this section:
992	177.9 - 177.11	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(1)	APPLICABLE BENEFICIARY. The term ‘applicable beneficiary’ means an individual who, on the date of dispensing a covered part D drug
993	177.12 - 177.13	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(1)(A)	is enrolled in a prescription drug plan or an MA–PD plan;
994	177.14 - 177.15	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(1)(B)	is not enrolled in a qualified retiree prescription drug plan; and
995	177.16 - 177.20	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(1)(C)	has incurred costs, as determined in accordance with section 1860D–2(b)(4)(C), for covered part D drugs in the year that exceed the annual deductible specified in section 1860D– 2(b)(1).
996	177.21 - 177.22	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)	APPLICABLE DRUG. The term ‘applicable drug’, with respect to an applicable beneficiary
997	177.23 - 177.23	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)(A)	means a covered part D drug
998	177.24 - 178.4	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)(A)(i)	approved under a new drug application under section 505(c) of the Federal Food, Drug, and Cosmetic Act or, in the case of a biologic product, licensed under section 351 of the Public Health Service Act; and
999	178.5 - 178.10	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)(A)(ii)(I)	if the PDP sponsor of the prescription drug plan or the MA organization offering the MA–PD plan uses a formulary, which is on the formulary of the prescription drug plan or MA–PD plan that the applicable beneficiary is enrolled in;
1000	178.11 - 178.17	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)(A)(ii)(II)	if the PDP sponsor of the prescription drug plan or the MA organization offering the MA–PD plan does not use a formulary, for which benefits are available under the prescription drug plan or MA– PD plan that the applicable beneficiary is enrolled in; or
1001	178.18 - 178.19	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)(A)(ii)(III)	is provided through an exception or appeal; and
1002	178.20 - 178.23	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(2)(B)	does not include a selected drug (as referred to under section 1192(c)) during a price applicability period (as defined in section 1191(b)(2)) with respect to such drug.
1003	179.1 - 179.3	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(3)	APPLICABLE NUMBER OF CALENDAR DAYS. The term ‘applicable number of calendar days’ means
1004	179.4 - 179.5	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(3)(A)	with respect to claims for reimbursement submitted electronically, 14 days; and
1005	179.6 - 179.7	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(3)(B)	with respect to claims for reimbursement submitted otherwise, 30 days.
1006	179.8 - 179.8	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)	DISCOUNTED PRICE.
1007	179.9 - 179.13	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(A)	IN GENERAL. The term ‘discounted price’ means, subject to subparagraphs (B) and (C), with respect to an applicable drug of a manufacturer dispensed during a year to an applicable beneficiary
1009	179.14 - 179.21	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(A)(i)	who has not incurred costs, as determined in accordance with section 1860D–2(b)(4)(C), for covered part D drugs in the year that are equal to or exceed the annual out-of-pocket threshold specified in section 1860D–2(b)(4)(B)(i) for the year, 90 percent of the negotiated price of such drug; and
1010	179.22 - 179.25	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(A)(ii)	who has incurred such costs, as so determined, in the year that are equal to or exceed such threshold for the year, 80 percent of the negotiated price of such drug.
1011	180.1 - 180.2	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)	PHASE-IN FOR CERTAIN DRUGS DISPENSED TO LIS BENEFICIARIES.
1012	180.3 - 180.13	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(i)	IN GENERAL. In the case of an applicable drug of a specified manufacturer (as defined in clause (ii)) that is marketed as of the date of enactment of this subparagraph and dispensed for an applicable beneficiary who is a subsidy eligible individual (as defined in section 1860D–14(a)(3)), the term ‘discounted price’ means the specified LIS percent (as defined in clause (iii)) of the negotiated price of the applicable drug of the manufacturer.
1013	180.14 - 180.14	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)	SPECIFIED MANUFACTURER.
1014	180.15 - 180.19	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(I)	IN GENERAL. In this subparagraph, subject to subclause (II), the term ‘specified manufacturer’ means a manufacturer of an applicable drug for which, in 2021
1015	180.20 - 180.22	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(I)(aa)	the manufacturer had a coverage gap discount agreement under section 1860D–14A;
1016	180.23 - 181.7	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(I)(bb)	the total expenditures for all of the specified drugs of the manufacturer covered by such agreement or agreements for such year and covered under this part during such year represented less than 1.0 percent of the total expenditures under this part for all covered Part D drugs during such year; and
1017	181.8 - 181.19	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(I)(cc)	the total expenditures for all of the specified drugs of the manufacturer that are single source drugs and biological products for which payment may be made under part B during such year represented less than 1.0 percent of the total expenditures under part B for all drugs or biological products for which payment may be made under such part during such year.
1018	181.20 - 181.20	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(II)	SPECIFIED DRUGS.
1019	181.21 - 182.3	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(II)(aa)	IN GENERAL. For purposes of this clause, the term ‘specified drug’ means, with respect to a specified manufacturer, for 2021, an applicable drug that is produced, prepared, propagated, compounded, converted, or processed by the manufacturer.
1020	182.4 - 182.17	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(II)(bb)	AGGREGATION RULE. All persons treated as a single employer under subsection (a) or (b) of section 52 of the Internal Revenue Code of 1986 shall be treated as one manufacturer for purposes of this subparagraph. For purposes of making a determination pursuant to the previous sentence, an agreement under this section shall require that a manufacturer provide and attest to such information as specified by the Secretary as necessary.
1021	182.18 - 183.3	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(ii)(III)	LIMITATION. The term ‘specified manufacturer’ shall not include a manufacturer described in subclause (I) if such manufacturer is acquired after 2021 by another manufacturer that is not a specified manufacturer, effective at the beginning of the plan year immediately following such acquisition or, in the case of an acquisition before 2025, effective January 1, 2025.
1022	183.4 - 183.6	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)	SPECIFIED LIS PERCENT. In this subparagraph, the ‘specified LIS percent’ means, with respect to a year
1023	183.7 - 183.16	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(I)	for an applicable drug dispensed for an applicable beneficiary described in clause (i) who has not incurred costs, as determined in accordance with section 1860D–2(b)(4)(C), for covered part D drugs in the year that are equal to or exceed the annual out-of-pocket threshold specified in section 1860D–2(b)(4)(B)(i) for the year
1024	183.17 - 183.17	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(I)(aa)	for 2025, 99 percent;
1025	183.18 - 183.18	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(I)(bb)	for 2026, 98 percent;
1026	183.19 - 183.19	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(I)(cc)	for 2027, 95 percent;
1027	183.20 - 183.21	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(I)(dd)	for 2028, 92 percent; and
1028	183.22 - 183.23	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(I)(ee)	for 2029 and each subsequent year, 90 percent; and
1029	183.24 - 184.8	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)	for an applicable drug dispensed for an applicable beneficiary described in clause (i) who has incurred costs, as determined in accordance with section 1860D–2(b)(4)(C), for covered part D drugs in the year that are equal to or exceed the annual out-of-pocket threshold specified in section 1860D–2(b)(4)(B)(i) for the year
1030	184.9 - 184.9	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(aa)	for 2025, 99 percent;
1031	184.10 - 184.10	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(bb)	for 2026, 98 percent;
1032	184.11 - 184.11	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(cc)	for 2027, 95 percent;
1033	184.12 - 184.12	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(dd)	for 2028, 92 percent;
1034	184.13 - 184.13	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(ee)	for 2029, 90 percent;
1035	184.14 - 184.15	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(ff)	for 2030, 85 percent; and
1036	184.16 - 184.17	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(B)(iii)(II)(gg)	for 2031 and each subsequent year, 80 percent.
1037	184.18 - 184.19	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)	PHASE-IN FOR SPECIFIED SMALL MANUFACTURERS.
1038	184.20 - 185.4	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(i)	IN GENERAL. In the case of an applicable drug of a specified small manufacturer (as defined in clause (ii)) that is marketed as of the date of enactment of this subparagraph and dispensed for an applicable beneficiary, the term ‘discounted price’ means the specified small manufacturer percent (as defined in clause (iii)) of the negotiated price of the applicable drug of the manufacturer.
1039	185.5 - 185.6	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)	SPECIFIED SMALL MANUFACTURER.
1040	185.7 - 185.11	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(I)	IN GENERAL. In this subparagraph, subject to subclause (III), the term ‘specified small manufacturer’ means a manufacturer of an applicable drug for which, in 2021
1041	185.12 - 185.14	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(I)(aa)	the manufacturer is a specified manufacturer (as defined in subparagraph (B)(ii)); and
1042	185.15 - 186.6	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(I)(bb)	the total expenditures under part D for any one of the specified small manufacturer drugs of the manufacturer that are covered by the agreement or agreements under section 1860D– 14A of such manufacturer for such year and covered under this part during such year are equal to or more than 80 percent of the total expenditures under this part for all specified small manufacturer drugs of the manufacturer that are covered by such agreement or agreements for such year and covered under this part during such year.
1043	186.7 - 186.8	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(II)	SPECIFIED SMALL MANUFACTURER DRUGS.
1044	186.9 - 186.17	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(II)(aa)	IN GENERAL. For purposes of this clause, the term ‘specified small manufacturer drugs’ means, with respect to a specified small manufacturer, for 2021, an applicable drug that is produced, prepared, propagated, compounded, converted, or processed by the manufacturer.
1045	186.18 - 187.6	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(II)(bb)	AGGREGATION RULE. All persons treated as a single employer under subsection (a) or (b) of section 52 of the Internal Revenue Code of 1986 shall be treated as one manufacturer for purposes of this subparagraph. For purposes of making a determination pursuant to the previous sentence, an agreement under this section shall require that a manufacturer provide and attest to such information as specified by the Secretary as necessary.
1046	187.7 - 187.17	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(ii)(III)	LIMITATION. The term ‘specified small manufacturer’ shall not include a manufacturer described in subclause (I) if such manufacturer is acquired after 2021 by another manufacturer that is not a specified small manufacturer, effective at the beginning of the plan year immediately following such acquisition or, in the case of an acquisition before 2025, effective January 1, 2025.
1047	187.18 - 187.21	[SEC. 11201.(c)(1)] SEC. 1860D–14C.(g)(4)(C)(iii)	SPECIFIED SMALL MANUFACTURER PERCENT. In this subparagraph, the term ‘specified small manufacturer percent’ means, with respect to a year
