Item	Page_Lines	Para	Text
6473	785.16 - 785.17	TITLE II SEC. 22401.(a)(4)	any statutory changes are recommended to improve the effectiveness of the program.
6474	785.18 - 786.2	TITLE II SEC. 22401.(b)	REPORT.—Not later than 4 years after the date of enactment of this Act, the Secretary shall submit a report to the Committee on Commerce, Science, and Transportation of the Senate, the Committee on Environment and Public Works of the Senate, and the Committee on Transportation and Infrastructure of the House of Representatives that summarizes and describes the results of the evaluation conducted pursuant to subsection (a), including any recommended statutory changes.
6475	786.3 - 786.7	TITLE II SEC.    22402.	GRADE CROSSING ACCIDENT PREDICTION MODEL. Not later than 2 years after the date of enactment of this Act, the Administrator of the Federal Railroad Administration shall— (1) update the grade crossing accident prediction and severity model used by the Federal Railroad Administration to analyze accident risk at highway-rail grade crossings; and
6478	786.14 - 786.15	TITLE II SEC. 22403.	PERIODIC UPDATES TO HIGHWAY-RAIL CROSSING REPORTS AND PLANS.
6479	786.16 - 786.19	TITLE II SEC. 22403.(a)	HIGHWAY-RAIL GRADE CROSSING SAFETY.—Section 11401 of the Fixing America’s Surface Transportation Act (Public Law 114–94; 49 U.S.C. 22907 note) is amended—
6480	786.20 - 786.20	TITLE II SEC. 22403.(a)(1)	by striking subsection (c); and
6481	786.21 - 786.22	TITLE II SEC. 22403.(a)(2)	by redesignating subsections (d) and (e) as subsections (c) and (d), respectively.
6482	786.23 - 786.24	TITLE II SEC. 22403.(b)	REPORTS ON HIGHWAY-RAIL GRADE CROSSING SAFETY.—
6483	787.1 - 787.3	TITLE II SEC. 22403.(b)(1)	IN GENERAL.—Chapter 201 of title 49, United States Code, is amended by inserting after section 20166 the following:
6484	787.4 - 787.5	[TITLE II SEC. 22403.(b)(1)] 20167.	Reports on highway-rail grade crossing safety (a) REPORT.—Not later than 4 years after the date by which States are required to submit State highway-rail grade crossing action plans under section 11401(b) of the Fixing America’s Surface Transportation Act (49 U.S.C. 22907 note), the Administrator of the Federal Railroad Administration, in consultation with the Administrator of the Federal Highway Administration, shall submit a report to the Committee on Commerce, Science, and Transportation of the Senate and the Committee on Transportation and Infrastructure of the House of Representatives that summarizes the State highway-rail grade crossing action plans, including—
6487	787.21 - 787.23	[TITLE II SEC. 22403.(b)(1)] 20167.(A)	compliance with section 11401 of the Fixing America’s Surface Transportation Act and section 130(g) of title 23; and
6488	787.24 - 788.2	[TITLE II SEC. 22403.(b)(1)] 20167.(B)	the specific strategies identified by each State to improve safety at highway-rail grade crossings, including crossings with multiple accidents or incidents; (2) the progress of each State in implementing its State highway-rail grade crossings action plan;
6500	789.17 - 789.19	[TITLE II SEC. 22403.(b)(1)] 20167.(B)(i)	is dedicated for the use of nonvehicular traffic, including pedestrians, bicyclists, and others;
6501	789.20 - 789.22	[TITLE II SEC. 22403.(b)(1)] 20167.(B)(ii)	is not associated with a public highway, road, or street, or a private roadway; and
6502	789.23 - 789.24	[TITLE II SEC. 22403.(b)(1)] 20167.(B)(iii)	crosses 1 or more railroad tracks, either at grade or grade-separated. (2) STATE.—The term ‘State’ means a State of the United States or the District of Columbia.’’.
6504	790.3 - 790.6	TITLE II SEC. 22403.(b)(2)	CLERICAL AMENDMENT.—The analysis for chapter 201 of title 49, United States Code, is amended by inserting after the item relating to section 20166 the following:
6505	790.7 - 790.8	TITLE II SEC. 22403.(c)	ANNUAL REPORT.—Section 130(g) of title 23, United States Code, is amended to read as follows:
6506	790.9 - 790.9	[TITLE II SEC. 22403.(c)] (g)	ANNUAL REPORT.—
6507	790.10 - 790.13	[TITLE II SEC. 22403.(c)] (g)(1)	IN GENERAL.—Not later than August 31 of each year, each State shall submit a report to the Administrator of the Federal Highway Administration that describes—
6508	790.14 - 790.16	[TITLE II SEC. 22403.(c)] (g)(1)(A)	the progress being made to implement the railway-highway crossings program authorized under this section; and
6509	790.17 - 790.18	[TITLE II SEC. 22403.(c)] (g)(1)(B)	the effectiveness of the improvements made as a result of such implementation.
6510	790.19 - 790.21	[TITLE II SEC. 22403.(c)] (g)(2)	CONTENTS.—Each report submitted pursuant to paragraph (1) shall contain an assessment of—
6511	790.22 - 790.24	[TITLE II SEC. 22403.(c)] (g)(2)(A)	the costs of the various treatments employed by the State to implement the railwayhighway crossings program; and
6512	791.1 - 791.3	[TITLE II SEC. 22403.(c)] (g)(2)(B)	the effectiveness of such treatments, as measured by the accident experience at the locations that received such treatments.
6513	791.4 - 791.6	[TITLE II SEC. 22403.(c)] (g)(3)	COORDINATION.—Not later than 30 days after the Federal Highway Administration’s acceptance of each report submitted pursuant to paragraph
6514	791.7 - 791.10	TITLE II SEC. 22403.(c)(1)	, the Administrator of the Federal Highway Administration shall make such report available to the Administrator of the Federal Railroad Administration.’’.
6515	791.11 - 791.11	TITLE II SEC. 22404.	BLOCKED CROSSING PORTAL.
6516	791.12 - 791.17	TITLE II SEC. 22404.(a)	IN GENERAL.—The Administrator of the Federal Railroad Administration shall establish a 3-year blocked crossing portal, which shall include the maintenance of the portal and corresponding database to receive, store, and retrieve information regarding blocked highway-rail grade crossings.
6517	791.18 - 791.20	TITLE II SEC. 22404.(b)	BLOCKED CROSSING PORTAL.—The Administrator of the Federal Railroad Administration shall establish a blocked crossing portal that—
6518	791.21 - 791.23	TITLE II SEC. 22404.(b)(1)	collects information from the public, including first responders, regarding blocked highway-rail grade crossing events;
6519	791.24 - 792.3	TITLE II SEC. 22404.(b)(2)	solicits the apparent cause of the blocked crossing and provides examples of common causes of blocked crossings, such as idling trains or instances when lights or gates are activated when no train is present;
6520	792.4 - 792.6	TITLE II SEC. 22404.(b)(3)	provides each complainant with the contact information for reporting a blocked crossing to the relevant railroad; and
6521	792.7 - 792.8	TITLE II SEC. 22404.(b)(4)	encourages each complainant to report the blocked crossing to the relevant railroad.
6522	792.9 - 792.14	TITLE II SEC. 22404.(c)	COMPLAINTS.—The blocked crossing portal shall be programmed to receive complaints from the general public about blocked highway-rail grade crossings. Any complaint reported through the portal shall indicate whether the complainant also reported the blocked crossing to the relevant railroad.
6523	792.15 - 792.19	TITLE II SEC. 22404.(d)	INFORMATION RECEIVED.—In reviewing complaints received pursuant to subsection (c), the Federal Railroad Administration shall review, to the extent practicable, the information received from the complainant to account for duplicative or erroneous reporting.
6524	792.20 - 792.22	TITLE II SEC. 22404.(e)	USE OF INFORMATION.—The information received and maintained in the blocked crossing portal database shall be used by the Federal Railroad Administration—
6525	792.23 - 792.24	TITLE II SEC. 22404.(e)(1)	to identify frequent and long-duration blocked highway-rail grade crossings;
6526	793.1 - 793.2	TITLE II SEC. 22404.(e)(2)	as a basis for conducting outreach to communities, emergency responders, and railroads;
6527	793.3 - 793.4	TITLE II SEC. 22404.(e)(3)	to support collaboration in the prevention of incidents at highway-rail grade crossings; and
6528	793.5 - 793.5	TITLE II SEC. 22404.(e)(4)	to assess the impacts of blocked crossings.
6529	793.6 - 793.6	TITLE II SEC. 22404.(f)	SHARING INFORMATION RECEIVED.—
6530	793.7 - 793.11	TITLE II SEC. 22404.(f)(1)	IN GENERAL.—The Administrator of the Federal Railroad Administration shall implement and make publicly available procedures for sharing any nonaggregated information received through the blocked crossing portal with the public.
6531	793.12 - 793.15	TITLE II SEC. 22404.(f)(2)	RULE OF CONSTRUCTION.—Nothing in this section may be construed to authorize the Federal Railroad Administration to make publically available sensitive security information.
6532	793.16 - 793.23	TITLE II SEC. 22404.(g)	ADDITIONAL INFORMATION.—If the information submitted to the blocked crossing portal is insufficient to determine the locations and potential impacts of blocked highway-rail grade crossings, the Federal Railroad Administration may collect, from the general public, State and local law enforcement personnel, and others as appropriate, and on a voluntary basis, such additional information as may be necessary to make such determinations.
6533	794.1 - 794.3	TITLE II SEC. 22404.(h)	LIMITATIONS.—Complaints, data, and other information received through the blocked crossing portal may not be used—
6534	794.4 - 794.6	TITLE II SEC. 22404.(h)(1)	to infer or extrapolate the rate or instances of crossings beyond the data received through the portal; or
6535	794.7 - 794.8	TITLE II SEC. 22404.(h)(2)	for any regulatory or enforcement purposes except those specifically described in this section.
6536	794.9 - 794.9	TITLE II SEC. 22404.(i)	REPORTS.—
6537	794.10 - 794.15	TITLE II SEC. 22404.(i)(1)	ANNUAL PUBLIC REPORT.—The Administrator of the Federal Railroad Administration shall publish an annual report on a public website regarding the blocked crossing program, including the underlying causes of blocked crossings, program challenges, and other findings.
6538	794.16 - 794.22	TITLE II SEC. 22404.(i)(2)	REPORT TO CONGRESS.—Not later than 1 year after the date of enactment of this Act, the Administrator of the Federal Railroad Administration shall submit a report to the Committee on Commerce, Science, and Transportation of the Senate and the Committee on Transportation and Infrastructure of the House of Representatives that describes—
6539	794.23 - 795.2	TITLE II SEC. 22404.(i)(2)(A)	based on the information received through the blocked crossing portal, frequent and long-duration blocked highway-rail grade crossings, including the locations, dates, durations, and impacts resulting from such occurrences;
6540	795.3 - 795.8	TITLE II SEC. 22404.(i)(2)(B)	the Federal Railroad Administration’s process for verifying the accuracy of the complaints submitted to the blocked crossing portal, including whether the portal continues to be effective in collecting such information and identifying blocked crossings;
6541	795.9 - 795.12	TITLE II SEC. 22404.(i)(2)(C)	the Federal Railroad Administration’s use of the data compiled by the blocked crossing portal to assess the underlying cause and overall impacts of blocked crossings;
6542	795.13 - 795.17	TITLE II SEC. 22404.(i)(2)(D)	the engagement of the Federal Railroad Administration with affected parties to identify and facilitate solutions to frequent and long-duration blocked highway-rail grade crossings identified by the blocked crossing portal; and
6543	795.18 - 795.21	TITLE II SEC. 22404.(i)(2)(E)	whether the blocked crossing portal continues to be an effective method to collect blocked crossing information and what changes could improve its effectiveness.
6544	795.22 - 795.24	TITLE II SEC. 22404.(j)	SUNSET.—This section (other than subsection (k)) shall have no force or effect beginning on the date that is 3 years after the date of enactment of this Act.
6545	796.1 - 796.5	TITLE II SEC. 22404.(k)	RULE OF CONSTRUCTION.—Nothing in this section may be construed to invalidate any authority of the Secretary with respect to blocked highway-rail grade crossings. The Secretary may continue to use any such authority after the sunset date set forth in subsection (j).
6546	796.6 - 796.6	TITLE II SEC. 22405.	DATA ACCESSIBILITY.
6547	796.7 - 796.9	TITLE II SEC. 22405.(a)	REVIEW.—Not later than 180 days after the date of enactment of this Act, the Chief Information Officer of the Department shall—
6548	796.10 - 796.12	TITLE II SEC. 22405.(a)(1)	conduct a review of the website of the Office of Safety Analysis of the Federal Railroad Administration; and
6549	796.13 - 796.15	TITLE II SEC. 22405.(a)(2)	provide recommendations to the Secretary for improving the public’s usability and accessibility of the website referred to in paragraph (1).
6550	796.16 - 796.21	TITLE II SEC. 22405.(b)	UPDATES.—Not later than 1 year after receiving recommendations from the Chief Information Officer pursuant to subsection (a)(2), the Secretary, after considering such recommendations, shall update the website of the Office of Safety Analysis of the Federal Railroad Administration to improve the usability and accessibility of the website.
6551	796.22 - 797.9	TITLE II SEC. 22406.	EMERGENCY LIGHTING. Not later than 1 year after the date of enactment of this Act, the Secretary shall initiate a rulemaking to require that all rail carriers providing intercity passenger rail transportation or commuter rail passenger transportation (as such terms are defined in section 24102 of title 49, United States Code), develop and implement periodic inspection plans to ensure that passenger equipment offered for revenue service complies with the requirements under part 238 of title 49, Code of Federal Regulations, including ensuring that, in the event of a loss of power, there is adequate emergency lighting available to allow passengers, crew members, and first responders— (1) to see and orient themselves;
